10.906350 64.456850 0.025 3.5554
10.924540 64.453190 0.025 3.3121
10.946330 64.448790 0.025 3.2530
10.964510 64.445120 0.025 3.2519
10.982680 64.441450 0.025 3.2059
11.000850 64.437780 0.025 3.1747
11.019010 64.434110 0.025 3.1560
11.037160 64.430430 0.025 3.1536
11.055310 64.426750 0.025 3.1684
11.077200 64.422310 0.025 3.1969
11.095340 64.418630 0.025 3.2332
11.113470 64.414940 0.025 3.2455
11.131600 64.411250 0.025 3.2063
11.161420 64.405180 0.025 3.1935
11.179530 64.401490 0.025 3.2260
11.197650 64.397790 0.025 3.1575
11.215750 64.394090 0.025 3.1126
11.233860 64.390390 0.025 3.0648
11.251950 64.386690 0.025 3.0126
11.270050 64.382980 0.025 2.9553
11.288140 64.379280 0.025 2.8935
11.312710 64.374230 0.025 2.8306
11.330790 64.370520 0.025 2.7650
11.348860 64.366800 0.025 2.7370
11.366930 64.363090 0.025 2.8078
11.392770 64.357760 0.025 2.8351
11.410830 64.354040 0.025 2.8106
11.428880 64.350320 0.025 2.7373
11.446920 64.346590 0.025 2.7133
11.479350 64.339880 0.025 2.7457
11.497390 64.336150 0.025 2.8460
11.515410 64.332410 0.025 2.8004
11.533430 64.328670 0.025 2.7269
11.558190 64.323540 0.025 2.7239
11.576200 64.319790 0.025 2.8088
11.594200 64.316050 0.025 2.7159
11.612200 64.312300 0.025 2.6180
11.630200 64.308550 0.025 2.5318
11.648190 64.304800 0.025 2.4624
11.677160 64.298750 0.025 2.4033
11.695140 64.294990 0.025 2.3361
11.713110 64.291230 0.025 2.2897
11.734230 64.286810 0.025 2.2330
11.754520 64.282560 0.025 2.2115
11.774810 64.278300 0.025 2.1945
11.795100 64.274040 0.025 2.1881
11.815380 64.269780 0.025 2.1988
11.835650 64.265510 0.025 2.2287
11.855910 64.261240 0.025 2.2728
11.876170 64.256970 0.025 2.3246
11.896430 64.252700 0.025 2.3776
11.916670 64.248420 0.025 2.4270
11.936840 64.244160 0.025 2.4682
11.954750 64.240370 0.025 2.4959
11.972650 64.236580 0.025 2.5020
11.991320 64.232620 0.025 2.3294
12.009210 64.228820 0.025 2.1704
12.027090 64.225020 0.025 2.2454
12.044980 64.221220 0.025 2.4752
12.066820 64.216580 0.025 2.8013
12.084690 64.212770 0.025 3.1915
12.102560 64.208960 0.025 3.2869
12.120420 64.205150 0.025 3.2574
12.138280 64.201340 0.025 3.2111
12.156130 64.197530 0.025 3.1668
12.180700 64.192270 0.025 3.1318
12.198540 64.188450 0.025 3.0991
12.216370 64.184630 0.025 3.0599
12.239390 64.179700 0.025 3.0034
12.257210 64.175870 0.025 2.9445
12.275030 64.172040 0.025 2.8634
12.292850 64.168210 0.025 2.7817
12.320950 64.162160 0.025 2.6794
12.338750 64.158320 0.025 2.5527
12.356540 64.154490 0.025 2.5585
12.374330 64.150650 0.025 2.6245
12.392120 64.146800 0.025 2.7207
12.415070 64.141840 0.025 2.8351
12.432850 64.137990 0.025 2.9946
12.450620 64.134140 0.025 3.0871
12.468380 64.130290 0.025 3.1417
12.486140 64.126430 0.025 3.2032
12.503900 64.122580 0.025 3.2705
12.521650 64.118720 0.025 3.3418
12.539390 64.114860 0.025 3.4140
12.557130 64.111000 0.025 3.4823
12.591020 64.103610 0.025 3.5410
12.608740 64.099740 0.025 3.5915
12.626470 64.095870 0.025 3.5368
12.649050 64.090930 0.025 3.1060
12.666760 64.087050 0.025 2.8443
12.684470 64.083180 0.025 2.8057
12.702170 64.079300 0.025 2.8126
12.719860 64.075410 0.025 2.8408
12.737550 64.071530 0.025 2.8846
12.755230 64.067640 0.025 2.9381
12.772910 64.063750 0.025 2.9956
12.791330 64.059700 0.025 3.0509
12.809000 64.055810 0.025 3.0967
12.826660 64.051910 0.025 3.1233
12.844320 64.048010 0.025 3.1335
12.861980 64.044110 0.025 3.1351
12.879630 64.040210 0.025 3.1337
12.897270 64.036310 0.025 3.1328
12.914910 64.032400 0.025 3.1333
12.941500 64.026510 0.025 3.1349
12.959130 64.022600 0.025 3.1326
12.976750 64.018680 0.025 3.0983
12.994880 64.014650 0.025 2.8798
13.012490 64.010740 0.025 2.6197
13.030100 64.006820 0.025 2.6609
13.047700 64.002890 0.025 2.7664
13.065300 63.998970 0.025 2.8751
13.082890 63.995040 0.025 2.9588
13.103350 63.990470 0.025 3.0135
13.120930 63.986540 0.025 3.0451
13.138510 63.982610 0.025 3.0369
13.156080 63.978680 0.025 2.9986
13.173650 63.974740 0.025 2.9595
13.202760 63.968210 0.025 2.9344
13.220310 63.964260 0.025 2.9356
13.237860 63.960320 0.025 2.9435
13.255410 63.956370 0.025 2.9565
13.272940 63.952420 0.025 2.9809
13.301280 63.946040 0.025 3.0102
13.318800 63.942080 0.025 3.0462
13.340680 63.937140 0.025 3.0529
13.358200 63.933180 0.025 2.9246
13.375710 63.929220 0.025 2.9619
13.409490 63.921570 0.025 3.0249
13.426980 63.917600 0.025 3.0459
13.444470 63.913630 0.025 2.8408
13.476850 63.906270 0.025 2.6927
13.494330 63.902300 0.025 2.4976
13.511800 63.898320 0.025 2.3764
13.532550 63.893590 0.025 2.5107
13.550010 63.889610 0.025 2.9469
13.571160 63.884780 0.025 3.1052
13.588610 63.880790 0.025 2.7758
13.622500 63.873040 0.025 2.5798
13.647570 63.867300 0.025 2.6279
13.664990 63.863300 0.025 3.2718
13.682420 63.859300 0.025 3.3202
13.699830 63.855300 0.025 3.3683
13.717250 63.851300 0.025 3.4510
13.735090 63.847200 0.025 3.5315
13.753460 63.842970 0.025 3.5659
13.759620 63.841550 0.025 3.4931
13.777020 63.837540 0.025 3.0089
13.794410 63.833530 0.025 3.0068
13.811790 63.829510 0.025 3.0090
13.829170 63.825500 0.025 3.0089
13.846550 63.821480 0.025 3.0025
13.863920 63.817460 0.025 2.9887
13.881280 63.813440 0.025 2.9706
13.914210 63.805800 0.025 2.9536
13.931560 63.801780 0.025 2.9419
13.948910 63.797750 0.025 3.0069
13.966250 63.793710 0.025 3.1546
13.983580 63.789680 0.025 3.2617
14.000910 63.785640 0.025 3.3372
14.019920 63.781210 0.025 3.3709
14.021680 63.780800 0.025 3.3218
14.039000 63.776760 0.025 3.2439
14.056320 63.772720 0.025 3.2242
14.073630 63.768670 0.025 3.2284
14.090930 63.764630 0.025 3.2290
14.108230 63.760580 0.025 3.2212
14.125530 63.756530 0.025 3.2057
14.142820 63.752480 0.025 3.1835
14.160100 63.748420 0.025 3.1545
14.179640 63.743830 0.025 3.1178
14.196920 63.739770 0.025 3.0707
14.225670 63.733010 0.025 2.9916
14.258410 63.725300 0.025 2.3708
14.275660 63.721230 0.025 3.1314
14.292900 63.717160 0.025 3.2555
14.310140 63.713090 0.025 3.2310
14.327380 63.709010 0.025 3.1625
14.344610 63.704930 0.025 3.0578
14.361840 63.700860 0.025 2.9277
14.379060 63.696770 0.025 2.7835
14.396270 63.692690 0.025 2.6358
14.426720 63.685460 0.025 2.4955
14.443920 63.681380 0.025 2.3381
14.465760 63.676180 0.025 2.2987
14.470450 63.675060 0.025 3.1668
14.487640 63.670970 0.025 2.8698
14.519550 63.663360 0.025 2.8986
14.536730 63.659260 0.025 3.3127
14.570630 63.651160 0.025 3.2452
14.587790 63.647060 0.025 3.0016
14.604950 63.642950 0.025 2.9597
14.637600 63.635120 0.025 3.0197
14.654740 63.631010 0.025 3.1555
14.671870 63.626890 0.025 3.1071
14.693080 63.621800 0.025 2.9878
14.710200 63.617680 0.025 2.8588
14.727320 63.613560 0.025 2.8662
14.758160 63.606120 0.025 2.9398
14.775270 63.602000 0.025 3.0464
14.804110 63.595030 0.025 2.9430
14.821200 63.590900 0.025 2.6319
14.838290 63.586760 0.025 2.3969
14.855370 63.582620 0.025 2.3096
14.884910 63.575460 0.025 2.2341
14.901980 63.571320 0.025 2.1494
14.919040 63.567180 0.025 2.1930
14.939270 63.562260 0.025 2.2834
14.956330 63.558110 0.025 2.3631
14.973370 63.553960 0.025 2.3916
15.004680 63.546330 0.025 2.3718
15.021710 63.542170 0.025 2.2430
15.038740 63.538010 0.025 2.1536
15.055760 63.533850 0.025 2.1236
15.072780 63.529690 0.025 2.0893
15.089790 63.525530 0.025 2.0512
15.117680 63.518690 0.025 2.0122
15.134680 63.514530 0.025 1.9880
15.151740 63.510340 0.025 2.0993
15.184090 63.502390 0.025 3.0008
15.216410 63.494430 0.025 2.9903
15.248720 63.486470 0.025 2.9321
15.281010 63.478500 0.025 2.8514
15.313280 63.470530 0.025 2.7634
15.345540 63.462540 0.025 2.6795
15.377770 63.454550 0.025 2.6076
15.409990 63.446550 0.025 2.5528
15.442190 63.438550 0.025 2.5166
15.474450 63.430510 0.025 2.4973
15.491340 63.426300 0.025 2.4886
15.508230 63.422090 0.025 2.4763
15.525120 63.417880 0.025 2.4307
15.542000 63.413660 0.025 2.4212
15.570780 63.406460 0.025 2.4176
15.660280 63.384020 0.025 2.4083
15.749640 63.361520 0.025 2.4288
15.838850 63.338970 0.025 2.4672
15.927920 63.316360 0.025 2.5213
16.016860 63.293700 0.025 2.5883
16.105650 63.270990 0.025 2.6644
16.194290 63.248220 0.025 2.7451
16.282800 63.225400 0.025 2.8258
16.371170 63.202520 0.025 2.9022
16.459460 63.179570 0.025 2.9698
16.513600 63.165460 0.025 3.0242
16.567690 63.151320 0.025 3.0628
16.621730 63.137160 0.025 3.0974
16.675710 63.122980 0.025 3.1217
16.729640 63.108790 0.025 3.1452
16.783520 63.094570 0.025 3.1716
16.837340 63.080330 0.025 3.2019
16.891110 63.066070 0.025 3.2348
16.944820 63.051800 0.025 3.2675
16.998500 63.037490 0.025 3.2944
